,4/7/20,4/8/20,4/9/20
St Josephs University Medical Center (FKA St Josephs Regional Medical Center),25.0,25.0,NA
St Josephs Westgate Medical Center,2.0,2.0,NA
St Jude Childrens Research Hospital (AKA St Jude Childrens Hospital),2.0,2.0,NA
St Jude Medical Center,7.0,7.0,NA
St Landry Extended Care Hospital,2.0,2.0,NA
St Lawrence Psychiatric Center,0.0,0.0,NA
St Lawrence Rehabilitation Center,0.0,0.0,NA
St Louis Childrens Hospital,2.0,2.0,NA
St Louis Psychiatric Rehabilitation Center,0.0,0.0,NA
St Louise Regional Hospital,3.0,3.0,NA
St Lucie Medical Center,6.0,6.0,NA
St Luke Community Hospital,1.0,1.0,NA
St Luke Hospital,0.0,0.0,NA
St Lukes Anderson Campus,4.0,4.0,NA
St Lukes Behavioral Health Center,0.0,0.0,NA
St Lukes Boise Medical Center,8.0,8.0,NA
St Lukes Cornwall Hospital - Newburgh Campus,7.0,7.0,NA
St Lukes Des Peres Hospital,2.0,2.0,NA
St Lukes Elmore Medical Center (FKA Elmore Medical Center),1.0,1.0,NA
St Lukes Hospital,7.0,7.0,NA
St Lukes Jerome Medical Center (FKA St Benedicts Family Medical Center),1.0,1.0,NA
St Lukes Lehighton Campus (FKA Gnaden Huetten Memorial Hospital),3.0,3.0,NA
St Lukes Magic Valley Medical Center,4.0,4.0,NA
St Lukes McCall Medical Center,1.0,1.0,NA
St Lukes Medical Center,0.0,0.0,NA
St Lukes Miners Campus,2.0,2.0,NA
St Lukes Monroe Campus,3.0,3.0,NA
St Lukes Nampa Medical Center,2.0,2.0,NA
St Lukes Quakertown Campus,2.0,2.0,NA
St Lukes Rehabilitation Hospital,0.0,0.0,NA
St Lukes Rehabilitation Institute,2.0,2.0,NA
St Lukes Sacred Heart Campus (FKA Sacred Heart Hospital),2.0,2.0,NA
St Lukes University Hospital - Bethlehem,16.0,16.0,NA
St Lukes Upper Bucks Campus,0.0,0.0,NA
St Lukes Warren Campus (FKA Warren Hospital),3.0,3.0,NA
St Lukes Wood River Medical Center,1.0,1.0,NA
St Margarets Hospital,2.0,2.0,NA
St Marks Hospital,4.0,4.0,NA
St Marks Medical Center,2.0,2.0,NA
St Martin Hospital,2.0,2.0,NA
St Mary Medical Center,4.0,4.0,NA
St Mary Medical Center Long Beach,6.0,6.0,NA
St Mary Mercy Livonia Hospital,12.0,12.0,NA
St Mary Rehabilitation Hospital,0.0,0.0,NA
St Mary-Corwin Medical Center,3.0,3.0,NA
St Marys General Hospital,6.0,6.0,NA
St Marys Good Samaritan Hospital,2.0,2.0,NA
St Marys Health System (AKA St Marys Regional Medical Center),3.0,3.0,NA
St Marys Hospital,4.0,9.0,NA
St Marys Hospital - Hospital Campus,5.0,5.0,NA
St Marys Hospital and Clinics (FKA St Marys Hospital),1.0,1.0,NA
St Marys Medical Center,9.0,4.0,NA
St Marys Medical Center (FKA St Marys Hospital and Medical Center),8.0,8.0,NA
St Marys Regional Medical Center,4.0,4.0,NA
St Marys Regional Medical Center (AKA Saint Marys Regional Health System),4.0,4.0,NA
St Marys Sacred Heart Hospital (FKA Ty Cobb Regional Medical Center),2.0,2.0,NA
St Michaels Hospital Avera,1.0,1.0,NA
St Peters Health Regional Medical Center (FKA St Peters Hospital),3.0,3.0,NA
St Peters Hospital,18.0,18.0,NA
St Petersburg General Hospital,4.0,4.0,NA
St Rose Hospital,8.0,8.0,NA
St Simons By-The-Sea,0.0,0.0,NA
St Tammany Parish Hospital,5.0,5.0,NA
St Thomas More Hospital,2.0,2.0,NA
St Vincent Charity Medical Center,2.0,2.0,NA
St Vincent Fishers,2.0,2.0,NA
St Vincent General Hospital District,1.0,1.0,NA
St Vincent Healthcare,6.0,6.0,NA
St Vincent Heart Center of Indiana,5.0,5.0,NA
St Vincent Hospital,16.0,16.0,NA
St Vincent Medical Center (Closing June 2020),NA,NA,NA
St Vincents Birmingham,13.0,13.0,NA
St Vincents Blount,2.0,2.0,NA
St Vincents Chilton,2.0,2.0,NA
St Vincents East (FKA Medical Center East),12.0,12.0,NA
St Vincents Medical Center,6.0,6.0,NA
St Vincents St Clair,2.0,2.0,NA
Stafford County Hospital,0.0,0.0,NA
Stafford Hospital,3.0,3.0,NA
Stamford Hospital (AKA Stamford Health),9.0,9.0,NA
Standing Rock Service Unit (AKA Fort Yates Hospital),0.0,0.0,NA
Stanford Health Care - ValleyCare Medical Center,5.0,5.0,NA
Stanford Hospital,21.0,21.0,NA
Stanislaus County Psychiatric Health Facility,0.0,0.0,NA
Stanislaus Surgical Hospital,0.0,0.0,NA
Stanton County Hospital,0.0,0.0,NA
Star Valley Health (FKA Star Valley Medical Center),2.0,2.0,NA
Star View Adolescent Center,0.0,0.0,NA
Starke Hospital,2.0,2.0,NA
Starr County Memorial Hospital,2.0,2.0,NA
Starr Regional Medical Center - Athens Campus (FKA Athens Regional Medical Center),3.0,3.0,NA
State Hospital North,0.0,0.0,NA
State Hospital South,0.0,0.0,NA
Staten Island University Hospital - North Campus,32.0,32.0,NA
Ste Genevieve County Memorial Hospital,2.0,2.0,NA
Steele Memorial Medical Center,1.0,1.0,NA
Stephens County Hospital,2.0,2.0,NA
Stephens Memorial Hospital,2.0,2.0,NA
Sterling Regional MedCenter,2.0,2.0,NA
Sterling Surgical Hospital (FKA Cypress Pointe Hospital East),0.0,0.0,NA
Sterlington Rehabilitation Hospital,0.0,0.0,NA
Stevens Community Medical Center - Morris,0.0,0.0,NA
Stevens County Hospital,0.0,0.0,NA
Stewart Memorial Community Hospital,0.0,0.0,NA
Stillwater Billings Clinic,0.0,0.0,NA
Stillwater Medical - Blackwell (FKA Blackwell Regional Hospital),2.0,2.0,NA
Stillwater Medical - Perry (FKA Perry Memorial Hospital),1.0,1.0,NA
Stillwater Medical Center,4.0,4.0,NA
Stilwell Memorial Hospital,1.0,1.0,NA
Stone County Medical Center,1.0,1.0,NA
StoneCrest Center,0.0,0.0,NA
StoneSprings Hospital Center,2.0,2.0,NA
Stonewall Jackson Memorial Hospital,2.0,2.0,NA
Stonewall Memorial Hospital,1.0,1.0,NA
Stonington Institute,0.0,0.0,NA
Stony Brook Childrens Hospital,1.0,1.0,NA
Stony Brook Eastern Long Island Hospital,2.0,2.0,NA
Stony Brook Southampton Hospital (FKA Southampton Hospital),3.0,3.0,NA
Stony Brook University Hospital,21.0,21.0,NA
Stormont Vail Hospital,11.0,11.0,NA
Story County Medical Center (FKA Story County Hospital),0.0,0.0,NA
Stoughton Hospital,1.0,1.0,NA
Straith Hospital for Special Surgery,1.0,1.0,NA
Strategic Behavioral Center - Raleigh,0.0,0.0,NA
Straub Medical Center,5.0,5.0,NA
Streamwood Behavioral Healthcare System Hospital,0.0,0.0,NA
Stringfellow Memorial Hospital,2.0,2.0,NA
Strong Memorial Hospital,19.0,19.0,NA
Stroud Regional Medical Center,0.0,0.0,NA
Sturdy Memorial Hospital,3.0,3.0,NA
Sturgis Hospital,2.0,2.0,NA
Suburban Community Hospital (FKA Mercy Suburban Hospital),6.0,6.0,NA
Suburban Hospital,12.0,12.0,NA
Sugarland Rehab Hospital,0.0,0.0,NA
Sullivan County Community Hospital,2.0,2.0,NA
Sullivan County Memorial Hospital,0.0,0.0,NA
Summa Health System - Akron Campus,30.0,30.0,NA
Summa Health System - Barberton Campus,0.0,0.0,NA
Summa Rehab Hospital,0.0,0.0,NA
Summerlin Hospital Medical Center,15.0,15.0,NA
Summers County ARH Hospital,2.0,2.0,NA
Summersville Regional Medical Center,2.0,2.0,NA
Summit Behavioral Healthcare Hospital,0.0,0.0,NA
Summit Healthcare Regional Medical Center,3.0,3.0,NA
Summit Medical Center,1.0,0.0,NA
Summit Oaks Hospital,2.0,2.0,NA
Summit Pacific Medical Center (FKA Mark Reed Hospital),0.0,0.0,NA
SummitRidge Hospital,0.0,0.0,NA
Sumner County Hospital,0.0,0.0,NA
Sumner Regional Medical Center,3.0,3.0,NA
Suncoast Behavioral Health Center,0.0,0.0,NA
Sunland Home Foundation,0.0,0.0,NA
Sunnyview Rehabilitation Hospital (FKA Sunnyview Hospital and Rehabilitation Center),0.0,0.0,NA
Sunrise Canyon Hospital,0.0,0.0,NA
Sunrise Haven,0.0,0.0,NA
Sunrise Hospital & Medical Center,29.0,29.0,NA
Surgeons Choice Medical Center (FKA Oakland Regional Hospital),0.0,0.0,NA
Surgery Specialty Hospitals of America,1.0,1.0,NA
Surgical Hospital at Southwoods (AKA Southwoods Health),1.0,1.0,NA
Surgical Hospital of Oklahoma,0.0,0.0,NA
Surgical Institute of Reading,0.0,0.0,NA
Surgical Specialty Center of Baton Rouge,1.0,1.0,NA
Surprise Valley Community Hospital,0.0,0.0,NA
Susan B Allen Memorial Hospital,2.0,2.0,NA
Sutter - Yuba Psychiatric Health Facility,0.0,0.0,NA
Sutter Amador Hospital,3.0,3.0,NA
Sutter Auburn Faith Hospital,3.0,3.0,NA
Sutter Center for Psychiatry,1.0,1.0,NA
Sutter Coast Hospital,3.0,3.0,NA
Sutter Davis Hospital,3.0,3.0,NA
Sutter Delta Medical Center,8.0,8.0,NA
Sutter Lakeside Hospital,2.0,2.0,NA
Sutter Maternity & Surgery Center of Santa Cruz,1.0,1.0,NA
Sutter Medical Center - Ose Adams Medical Pavilion (FKA Sutter General Hospital),14.0,14.0,NA
Sutter Roseville Medical Center,13.0,13.0,NA
Sutter Santa Rosa Regional Hospital (FKA Sutter Medical Center of Santa Rosa),4.0,4.0,NA
Sutter Solano Medical Center,4.0,4.0,NA
Sutter Surgical Hospital North Valley,0.0,0.0,NA
Sutter Tracy Community Hospital,4.0,4.0,NA
Swain Community Hospital (FKA Swain County Hospital/Medwest Swain),1.0,1.0,NA
Swedish Hospital (FKA Swedish Covenant Hospital),7.0,7.0,NA
Swedish Medical Center,10.0,10.0,NA
Swedish Medical Center - Cherry Hill Campus,8.0,8.0,NA
Swedish Medical Center - Edmonds Campus (FKA Stevens Hospital),7.0,7.0,NA
Swedish Medical Center - First Hill Campus,13.0,13.0,NA
Swedish Medical Center - Issaquah Campus,3.0,3.0,NA
SwedishAmerican Hospital,5.0,5.0,NA
Sweeny Community Hospital,0.0,0.0,NA
Sweetwater Hospital Association,2.0,2.0,NA
Swift County Benson Hospital,0.0,0.0,NA
Swisher Memorial Hospital,0.0,0.0,NA
Sycamore Medical Center,2.0,2.0,NA
Sycamore Shoals Hospital,2.0,2.0,NA
Sycamore Springs Hospital,0.0,0.0,NA
Sylvester Comprehensive Cancer Center,8.0,8.0,NA
Syracuse Area Health (FKA Community Memorial Hospital),0.0,0.0,NA
Syracuse VA Medical Center,2.0,2.0,NA
Syringa General Hospital,0.0,0.0,NA
T J Samson Community Hospital,3.0,3.0,NA
TCF Center Field Hospital (Temporarily Open due to COVID-19),NA,NA,NA
THOP East Campus (FKA Sierra Providence East Medical Center),6.0,6.0,NA
THOP Horizon City Campus,0.0,0.0,NA
THOP Memorial Campus (FKA Providence Memorial Hospital),5.0,5.0,NA
THOP Sierra Campus (FKA Sierra Medical Center),6.0,6.0,NA
THOP Transmountain Campus,4.0,4.0,NA
TIAA Bank Field Hospital (Temporarily Open due to COVID-19),NA,NA,NA
TIRR Memorial Hermann,2.0,2.0,NA
TMC Behavioral Health Center,0.0,0.0,NA
TMC Bonham Hospital (FKA Red River Regional Hospital),2.0,2.0,NA
TOPS Surgical Specialty Hospital,0.0,0.0,NA
Tahoe Forest Hospital,2.0,2.0,NA
Tahoe Pacific Hospitals - Meadows,3.0,3.0,NA
Talbott Recovery Campus,0.0,0.0,NA
Tallahassee Memorial HealthCare,25.0,25.0,NA
Tallahatchie General Hospital (AKA Tallahatchie Critical Access Hospital),0.0,0.0,NA
Tampa Community Hospital (FKA Town & Country Hospital),2.0,2.0,NA
Tampa General Hospital,36.0,36.0,NA
Tanner Medical Center - Carrollton,8.0,8.0,NA
Tanner Medical Center - East Alabama,1.0,1.0,NA
Tanner Medical Center - Villa Rica,3.0,3.0,NA
TaraVista Behavioral Health Center,0.0,0.0,NA
Tarzana Treatment Centers,0.0,0.0,NA
Taunton State Hospital,0.0,0.0,NA
Taylor Hardin Secure Medical Facility,0.0,0.0,NA
Taylor Regional Hospital,3.0,3.0,NA
Taylorville Memorial Hospital,2.0,2.0,NA
Telecare El Dorado County Psychiatric Health Facility,0.0,0.0,NA
Telecare La Casa Psychiatric Health Facility,0.0,0.0,NA
Telecare Riverside County Psychiatric Health Facility,0.0,0.0,NA
Telecare Santa Cruz County Psychiatric Health Facility,0.0,0.0,NA
Temecula Valley Hospital,4.0,4.0,NA
Tempe St Lukes Hospital,2.0,2.0,NA
Temple University Hospital,40.0,40.0,NA
Ten Broeck Tennessee,0.0,0.0,NA
Tennessee Valley Healthcare System - Alvin C York Campus (AKA Alvin C York Veterans Administration Medical Center),1.0,1.0,NA
Tennessee Valley Healthcare System - Nashville Campus (AKA Nashville VA Medical Center),2.0,2.0,NA
Tennova Healthcare - Clarksville (FKA Gateway Medical Center),5.0,5.0,NA
Tennova Healthcare - Cleveland (FKA Skyridge Medical Center - Main Campus),4.0,4.0,NA
Tennova Healthcare - Harton (FKA Harton Regional Medical Center),3.0,3.0,NA
Tennova Healthcare - Shelbyville (FKA Heritage Medical Center),2.0,2.0,NA
Terre Haute Regional Hospital,5.0,5.0,NA
Terrebonne General Medical Center,7.0,7.0,NA
Terrell State Hospital,0.0,0.0,NA
Teton Valley Hospital,1.0,1.0,NA
Tewksbury Hospital,0.0,0.0,NA
Texas Center for Infectious Disease (FKA San Antonio State Chest Hospital),0.0,0.0,NA
Texas Childrens Hospital,19.0,19.0,NA
Texas County Memorial Hospital,3.0,3.0,NA
Texas Emergency Hospital,0.0,0.0,NA
Texas Health Arlington Memorial,5.0,5.0,NA
Texas Health Center for Diagnostics & Surgery,0.0,0.0,NA
Texas Health Harris Methodist Hospital Alliance,2.0,2.0,NA
Texas Health Harris Methodist Hospital Azle,2.0,2.0,NA
Texas Health Harris Methodist Hospital Cleburne,2.0,2.0,NA
Texas Health Harris Methodist Hospital Fort Worth,18.0,18.0,NA
Texas Health Harris Methodist Hospital HEB (AKA Texas Health HEB),4.0,4.0,NA
Texas Health Harris Methodist Hospital Southlake,1.0,1.0,NA
Texas Health Harris Methodist Hospital Southwest Fort Worth,3.0,3.0,NA
Texas Health Harris Methodist Hospital Stephenville,2.0,2.0,NA
Texas Health Heart and Vascular Hospital,2.0,2.0,NA
Texas Health Hospital Clearfork,0.0,0.0,NA
Texas Health Hospital Frisco,0.0,0.0,NA
Texas Health Huguley Hospital Fort Worth South (FKA Huguley Memorial Medical Center),3.0,3.0,NA
Texas Health Presbyterian Hospital Allen,2.0,2.0,NA
Texas Health Presbyterian Hospital Dallas,10.0,10.0,NA
Texas Health Presbyterian Hospital Denton,3.0,3.0,NA
Texas Health Presbyterian Hospital Flower Mound,2.0,2.0,NA
Texas Health Presbyterian Hospital Kaufman,2.0,2.0,NA
Texas Health Presbyterian Hospital Plano,5.0,5.0,NA
Texas Health Presbyterian Hospital Rockwall,2.0,2.0,NA
Texas Health Seay Behavioral Health Plano,0.0,0.0,NA
Texas Health Specialty Hospital Fort Worth,2.0,2.0,NA
Texas Health Springwood Behavioral Health Hospital HEB,0.0,0.0,NA
Texas Heart Institute at Baylor St Lukes Medical Center,0.0,0.0,NA
Texas Institute for Surgery at Texas Health Presbyterian Dallas,0.0,0.0,NA
Texas NeuroRehab Center,2.0,2.0,NA
Texas Orthopedic Hospital,2.0,2.0,NA
Texas Rehabilitation Hospital of Arlington,0.0,0.0,NA
Texas Rehabilitation Hospital of Fort Worth,0.0,0.0,NA
Texas Scottish Rite Hospital for Children,2.0,2.0,NA
Texoma Medical Center,19.0,19.0,NA
Thayer County Health Services,1.0,1.0,NA
The Blackberry Center,0.0,0.0,NA
The Bridgeway Hospital,0.0,0.0,NA
The Brook Hospital - Dupont,0.0,0.0,NA
The Brook Hospital - KMI,0.0,0.0,NA
The Carolina Center for Behavioral Health,0.0,0.0,NA
The Centers,0.0,0.0,NA
The Childrens Center Rehabilitation Hospital,0.0,0.0,NA
The Childrens Hospital of San Antonio,2.0,2.0,NA
The Christ Hospital,10.0,10.0,NA
The Colony ER Hospital,0.0,0.0,NA
The Connecticut Hospice,0.0,0.0,NA
The Guidance Center Inpatient Office,0.0,0.0,NA
The HealthCenter,1.0,1.0,NA
The Heart Hospital Baylor - Denton,2.0,2.0,NA
The Heart Hospital at Deaconess Gateway,2.0,2.0,NA
The Heart Hospital at Saint Francis,2.0,2.0,NA
The Horsham Clinic,0.0,0.0,NA
The Hospital at Westlake Medical Center,2.0,2.0,NA
The Hospital of Central Connecticut - Bradley Memorial Campus,5.0,5.0,NA
The James Cancer Hospital and Solove Research Institute,14.0,14.0,NA
The Jewish Hospital - Mercy Health,4.0,4.0,NA
The Johns Hopkins Hospital,32.0,32.0,NA
The Leaves,0.0,0.0,NA
The Liacouras Center Field Hospital (Temporarily Open due to COVID-19),NA,NA,NA
The Loretto Hospital,3.0,3.0,NA
The Meadows,0.0,0.0,NA
The Meadows Psychiatric Center,0.0,0.0,NA
The Medical Center Navicent Health (FKA Medical Center of Central Georgia),11.0,11.0,NA
The Medical Center at Albany,1.0,1.0,NA
The Medical Center at Bowling Green,10.0,10.0,NA
The Medical Center at Caverna (FKA Caverna Memorial Hospital),1.0,1.0,NA
The Medical Center at Franklin,2.0,2.0,NA
The Medical Center at Scottsville,2.0,2.0,NA
The Medical Center of Aurora - Main Campus,8.0,8.0,NA
The Medical Center of Southeast Texas,7.0,7.0,NA
The Medical Center of Southeast Texas Beaumont Campus,0.0,0.0,NA
The Menninger Clinic Psychiatric Hospital,0.0,0.0,NA
The NeuroMedical Center Rehabilitation Hospital,0.0,0.0,NA
The Orthopedic Hospital (FKA Lutheran Musculoskeletal Center),1.0,1.0,NA
The Orthopedic Institute,0.0,0.0,NA
The Orthopedic Specialty Hospital (AKA TOSH),0.0,0.0,NA
The Outer Banks Hospital,2.0,2.0,NA
The Pavilion Hospital,0.0,0.0,NA
The Pavilion at Williamsburg Place,0.0,0.0,NA
The Physicians Centre Hospital,0.0,0.0,NA
The Physicians Hospital In Anadarko,0.0,0.0,NA
The Queens Medical Center,9.0,9.0,NA
The Regional Medical Center (TRMC) of Orangeburg & Calhoun,5.0,5.0,NA
The Rehabilitation Hospital of Bristol (FKA the Rehabilitation Hospital of Southwest Virginia),0.0,0.0,NA
The Rehabilitation Hospital of Montana,0.0,0.0,NA
The Rehabilitation Institute of St Louis - Central West End,1.0,1.0,NA
The Ridge Behavioral Health System,0.0,0.0,NA
The Samaritan Center,0.0,0.0,NA
The Sanctuary at the Woodlands,0.0,0.0,NA
The Specialty Hospital at Terence Cardinal Cooke Health Care Center (AKA ArchCare at Terence Cardinal Cooke Health Care Center),0.0,0.0,NA
The Specialty Hospital of Meridian,2.0,2.0,NA
The Spine Hospital of Louisiana at the NeuroMedical Center (FKA the Neuromedical Center Surgical Hospital),0.0,0.0,NA
The Summit Surgical Hospital,0.0,0.0,NA
The University Hospital (FKA UMDNJ University Hospital),13.0,13.0,NA
The University of Kansas Health - Indian Creek Campus (FKA Heartland Surgical Specialty Hospital),0.0,0.0,NA
The University of Kansas Health System - Great Bend Campus,1.0,1.0,NA
The University of Kansas Health System - HaysMed (AKA Hays Medical Center),8.0,8.0,NA
The University of Kansas Health System - Pawnee Valley Campus,2.0,2.0,NA
The University of Kansas Health System St Francis Campus (FKA St Francis Health St Francis Health Center),4.0,4.0,NA
The University of Kansas Hospital,19.0,19.0,NA
The University of Mississippi Medical Center,18.0,18.0,NA
The University of Vermont Medical Center (FKA Fletcher Allen Health Care Hospital),15.0,15.0,NA
The Valley Hospital (AKA Valley Health System),23.0,23.0,NA
The Vines Hospital,1.0,1.0,NA
The William W Backus Hospital (AKA Backus Hospital),5.0,5.0,NA
The Willough at Naples,0.0,0.0,NA
The Womans Hospital of Texas,4.0,4.0,NA
The Womens Hospital (AKA Deaconess Womens Hospital),2.0,2.0,NA
The Woodlands Integrative Care Hospital (AKA the Woodlands Psychiatry & Counseling),NA,NA,NA
The Woodlands Specialty Hospital,0.0,0.0,NA
The Woods at Parkside,0.0,0.0,NA
ThedaCare Medical Center - Berlin (FKA CHN Medical Center - Berlin),2.0,2.0,NA
ThedaCare Medical Center - New London (FKA New London Family Medical Center),2.0,2.0,NA
ThedaCare Medical Center - Shawano (FKA Shawano Medical Center),2.0,2.0,NA
ThedaCare Medical Center - Waupaca (FKA Riverside Medical Center),2.0,2.0,NA
ThedaCare Medical Center - Wild Rose (FKA Wild Rose Community Memorial Hospital),2.0,2.0,NA
ThedaCare Regional Medical Center - Appleton (FKA Appleton Medical Center),8.0,8.0,NA
ThedaCare Regional Medical Center - Neenah (FKA Theda Clark Medical Center),8.0,8.0,NA
Thibodaux Regional Medical Center,8.0,8.0,NA
Thomas B Finan Center,0.0,0.0,NA
Thomas H Boyd Memorial Hospital,0.0,0.0,NA
Thomas Hospital,3.0,3.0,NA
Thomas Jefferson University Hospital,29.0,29.0,NA
Thomas Memorial Hospital,6.0,6.0,NA
Thorek Memorial Hospital,2.0,2.0,NA
Three Gables Surgery Center,0.0,0.0,NA
Three Rivers Behavioral Health,0.0,0.0,NA
Three Rivers Health,2.0,2.0,NA
Three Rivers Hospital,1.0,1.0,NA
Three Rivers Medical Center,3.0,3.0,NA
Throckmorton County Hospital,0.0,0.0,NA
Tidelands Georgetown Memorial Hospital,3.0,3.0,NA
Tidelands Health Rehabilitation Hospital - Little River,0.0,0.0,NA
Tidelands Health Rehabilitation Hospital - Murrells Inlet,1.0,1.0,NA
Tidelands Waccamaw Community Hospital,3.0,3.0,NA
Tift Regional Medical Center,4.0,4.0,NA
Timpanogos Regional Hospital,2.0,2.0,NA
Tioga Medical Center,0.0,0.0,NA
Tippah County Hospital,1.0,1.0,NA
Tisch Hospital,36.0,36.0,NA
Titus Regional Medical Center,3.0,3.0,NA
Titusville Area Hospital,2.0,2.0,NA
Tomah Memorial Hospital,1.0,1.0,NA
Tomah VA Medical Center,2.0,2.0,NA
Tomball Regional Medical Center (AKA HCA Houston Healthcare Tomball),7.0,7.0,NA
Torrance Memorial Medical Center,11.0,11.0,NA
Torrance State Hospital,0.0,0.0,NA
Torrington Community Hospital,2.0,2.0,NA
Totally Kids Rehabilitation Hospital,0.0,0.0,NA
Touchette Regional Hospital,2.0,2.0,NA
Touro Infirmary,6.0,6.0,NA
Towner County Medical Center,0.0,0.0,NA
Townsen Memorial Hospital,0.0,0.0,NA
Trace Regional Hospital,1.0,1.0,NA
Transylvania Regional Hospital,2.0,2.0,NA
Treasure Coast Forensic Treatment Center,0.0,0.0,NA
Treasure Valley Hospital,1.0,1.0,NA
Trego County-Lemke Memorial Hospital,0.0,0.0,NA
Trenton Psychiatric Hospital,0.0,0.0,NA
Tri Parish Rehabilitation Hospital,0.0,0.0,NA
Tri Valley Health Center,1.0,1.0,NA
Tri-City Medical Center,9.0,9.0,NA
Tri-County Health Care,1.0,1.0,NA
Tri-State Memorial Hospital,2.0,2.0,NA
TriHealth Evendale Hospital (FKA Evendale Medical Center),0.0,0.0,NA
TriHealth Rehabilitation Hospital,0.0,0.0,NA
TriPoint Medical Center,7.0,7.0,NA
TriStar Ashland City Medical Center,0.0,0.0,NA
TriStar Centennial Medical Center,16.0,16.0,NA
TriStar Greenview Regional Hospital,3.0,3.0,NA
TriStar Hendersonville Medical Center,4.0,4.0,NA
TriStar Horizon Medical Center,5.0,5.0,NA
